filename,class_label,data_source
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5dc063db.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5dc55b0c.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5dcb880c.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5dd6875c.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5dd6e37d.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5de123c3.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5dedf872.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5dee10ca.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5df7f1d0.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e04aa68.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e0b5087.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e0d9b18.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e2417a2.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e28a9a2.wav,Electric_piano,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e2d18d7.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e3b2fca.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e4477e9.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e4d7606.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e597f1e.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e5a6215.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e5bca7a.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e626acd.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e6b34b1.wav,Electric_piano,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e78e47e.wav,Scissors,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e7e75f7.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e879961.wav,Meow,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e91ed7e.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e92ec3d.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e993cd0.wav,Bus,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5e999857.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ea18a36.wav,Meow,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5eaa4ac7.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5eabc175.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5eadbc6d.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5eb9ae02.wav,Scissors,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ebdb1a8.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ec49ef4.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ec7ad26.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ec9e1e8.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ed0b693.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ee394ce.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5eec8fe1.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ef1bff4.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f011d45.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f0dc8e4.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f11882f.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f18dad3.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f1fadee.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f20684f.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f3186c8.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f383659.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f3f655e.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f4ede60.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f597196.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f59933f.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f63bbad.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f673482.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f6e7a2f.wav,Telephone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f71ebaa.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f73d3c8.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f75b9cf.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f7d4d21.wav,Bus,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f7dd0fb.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f886a73.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f88f48e.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f934315.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5f95ce73.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fa41f28.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fb10f46.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fc120cc.wav,Keys_jangling,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fc54ba5.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fca447b.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fca79da.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fcfe4c2.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fd95b59.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fe07b4b.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fe4741a.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5fed8602.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\5ff4377d.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\600dc6d1.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\600fbad3.wav,Drawer_open_or_close,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\600fe305.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\601c44d5.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\602ca70a.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\602f68bf.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6032d510.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\603cc6cd.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\604b54a9.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\604e28b1.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\604f23cd.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60531e43.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60541059.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6064aad0.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60691995.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6085c41b.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\608ac00c.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\609e2253.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60ac28c4.wav,Drawer_open_or_close,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60c03b3e.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60cccafc.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60e178b0.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60ee6e25.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60f481f8.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60f6a04e.wav,Glockenspiel,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60f75c30.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\60f9e3ed.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\610d986c.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6115e8ac.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6116eaa8.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\611c548e.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\611c7dbf.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6122f82a.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6123a18d.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\612702c3.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\612a9f1a.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\612e2c3e.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\613f92d5.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6144e686.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61461f89.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6159836f.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\615bc8fb.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\615e3011.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\615f78cb.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61618791.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61628e3b.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\616e8c33.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\616ff2dc.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61730894.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\617db487.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\618cdb7c.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6191b717.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61923d5b.wav,Scissors,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6195b3c5.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\619d8d1e.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61b73bfe.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61bee671.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61c168ff.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61c7235b.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61c914b1.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61c9c7ad.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61ccee3e.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61e4de0f.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61e63fef.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61ef1c43.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61f21edf.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61f83028.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\61ffb766.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\620dbdce.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62189e25.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6228bc8b.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62292efc.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\622c09a0.wav,Keys_jangling,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\623781d2.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\623bc3fe.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\623f0124.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62529b0a.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62532077.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6264e6b6.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\626de1cb.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\626f8d25.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\627099f7.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62716369.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\627395bc.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6278056d.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\627e95db.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62871552.wav,Bus,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\629684be.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62992353.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62a22795.wav,Meow,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62a95b92.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62aa42eb.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62b11034.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62c04b69.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62c30547.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62ccffe4.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62d25be7.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62e0d004.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62ef41ab.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62ff8e49.wav,Drawer_open_or_close,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62ff9fde.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\62ffe8bd.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63043359.wav,Meow,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\630ad55a.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63104371.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63190691.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63222cd2.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6325deb1.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\632c3aaf.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\632fd5c9.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63309041.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\633534a5.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\633a56ad.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\636156af.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6366c230.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\637a26b1.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63820da4.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63855068.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6385ecf9.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63874688.wav,Scissors,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\638ec6c8.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63922488.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\639573a0.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\639a04af.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\639cd52b.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63a02506.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63b006f9.wav,Scissors,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63b95f33.wav,Keys_jangling,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63b9e36a.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63bf5647.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63c31673.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63c8e4c6.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63cbe774.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63cbed9a.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63d9a8eb.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63db2898.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63dd0f23.wav,Bus,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63de87b8.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63e0ab2c.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63f027d8.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\63f4fc0e.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64010440.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6412ee13.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6412f485.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\641b0096.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\642aba58.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\642ad7e4.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\642be2ef.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6435af44.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6439679a.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\643dfb33.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\643e4e39.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64409ae0.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\644a201b.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\644aaa95.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\644cfbc8.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\645853ad.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\645efe85.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64618683.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6475a738.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\647968c4.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\647aac41.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6480dd54.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64851800.wav,Drawer_open_or_close,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\648bf857.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6496bf6a.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\649c7632.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64a5a10a.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64a9194b.wav,Electric_piano,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64ac5d6b.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64ad99d7.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64af554f.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64b1e8c8.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64b2bbce.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64c1bdd2.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64c34adb.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64c61d9b.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64cc0e5b.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64d55bd8.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64d8d4a7.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64de2033.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64e4195e.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64e4c75b.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64e6b239.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\64edfb51.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6501ec3b.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6506aa35.wav,Electric_piano,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\650d3361.wav,Glockenspiel,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6514d3d3.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\651633e2.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\651940b3.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\651b5dcd.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\652df6f3.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\653a8a45.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\654c910e.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65532582.wav,Drawer_open_or_close,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\655b5248.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\655d948e.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6563610a.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6587cf01.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\6596a6d0.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\659763f7.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65997d16.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65a465a3.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65a604fb.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65b299e9.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65b8dac7.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65c0c1ce.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65cf904e.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65d277f3.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65d3c9a4.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65d688be.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65d7c8a6.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65de6350.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65f0a1fa.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\65f60c42.wav,Applause,FSD
